x,No intervention,hg_pr,g_degree,hg_degree,Uniform,g_pr,Indirect_entropy,Direct_entropy
45,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0392156862745098
46,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0392156862745098
47,0.0196078431372549,0.0196078431372549,0.0392156862745098,0.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0392156862745098
48,0.29411764705882354,0.0196078431372549,0.1568627450980392,0.0,0.0196078431372549,0.1568627450980392,0.0196078431372549,0.0392156862745098
49,0.6274509803921569,0.0196078431372549,0.3333333333333333,0.0,0.0196078431372549,0.3333333333333333,0.0196078431372549,0.0392156862745098
50,0.6666666666666666,0.0196078431372549,0.3137254901960784,0.0,0.0196078431372549,0.35294117647058826,0.0196078431372549,0.058823529411764705
51,0.6862745098039216,0.0196078431372549,0.3333333333333333,0.0,0.0196078431372549,0.37254901960784315,0.0196078431372549,0.058823529411764705
52,0.6666666666666666,0.0196078431372549,0.35294117647058826,0.0,0.0196078431372549,0.37254901960784315,0.0196078431372549,0.0784313725490196
53,0.6666666666666666,0.0196078431372549,0.35294117647058826,0.0,0.0196078431372549,0.3333333333333333,0.0196078431372549,0.09803921568627451
54,0.7450980392156863,0.0196078431372549,0.4117647058823529,0.0,0.0196078431372549,0.37254901960784315,0.0196078431372549,0.17647058823529413
55,0.7058823529411765,0.0196078431372549,0.39215686274509803,0.0,0.0196078431372549,0.37254901960784315,0.0196078431372549,0.27450980392156865
56,0.7254901960784313,0.0196078431372549,0.4117647058823529,0.0,0.0196078431372549,0.37254901960784315,0.0196078431372549,0.3137254901960784
57,0.6862745098039216,0.0196078431372549,0.4117647058823529,0.0,0.0196078431372549,0.4117647058823529,0.0196078431372549,0.35294117647058826
58,0.6862745098039216,0.0196078431372549,0.39215686274509803,0.0,0.0196078431372549,0.39215686274509803,0.0196078431372549,0.35294117647058826
59,0.6862745098039216,0.0196078431372549,0.37254901960784315,0.0,0.0196078431372549,0.45098039215686275,0.0196078431372549,0.35294117647058826
60,0.7058823529411765,0.0196078431372549,0.4117647058823529,0.0,0.0196078431372549,0.45098039215686275,0.0196078431372549,0.35294117647058826
61,0.7254901960784313,0.0196078431372549,0.39215686274509803,0.0,0.0196078431372549,0.43137254901960786,0.0196078431372549,0.37254901960784315
62,0.7254901960784313,0.0196078431372549,0.4117647058823529,0.0,0.0196078431372549,0.45098039215686275,0.0196078431372549,0.37254901960784315
63,0.7647058823529411,0.0196078431372549,0.43137254901960786,0.0,0.0196078431372549,0.4117647058823529,0.0196078431372549,0.39215686274509803
64,0.7647058823529411,0.0196078431372549,0.43137254901960786,0.0,0.0196078431372549,0.39215686274509803,0.0196078431372549,0.39215686274509803
65,0.7058823529411765,0.0196078431372549,0.43137254901960786,0.0,0.0196078431372549,0.4117647058823529,0.0196078431372549,0.39215686274509803
66,0.7254901960784313,0.0196078431372549,0.39215686274509803,0.0,0.0196078431372549,0.4117647058823529,0.0196078431372549,0.39215686274509803
67,0.7254901960784313,0.0196078431372549,0.39215686274509803,0.0,0.0196078431372549,0.39215686274509803,0.0196078431372549,0.4117647058823529
68,0.7254901960784313,0.0196078431372549,0.39215686274509803,0.0,0.0196078431372549,0.4117647058823529,0.0196078431372549,0.43137254901960786
69,0.7254901960784313,0.0196078431372549,0.4117647058823529,0.0,0.0196078431372549,0.43137254901960786,0.0196078431372549,0.4117647058823529
70,0.7254901960784313,0.0196078431372549,0.39215686274509803,0.0,0.0196078431372549,0.4117647058823529,0.0196078431372549,0.4117647058823529
71,0.7254901960784313,0.0196078431372549,0.37254901960784315,0.0,0.0196078431372549,0.37254901960784315,0.0196078431372549,0.43137254901960786
72,0.7450980392156863,0.0196078431372549,0.43137254901960786,0.0,0.0196078431372549,0.45098039215686275,0.0196078431372549,0.43137254901960786
73,0.7647058823529411,0.0196078431372549,0.45098039215686275,0.0,0.0196078431372549,0.45098039215686275,0.0196078431372549,0.49019607843137253
74,0.7450980392156863,0.0196078431372549,0.45098039215686275,0.0,0.0196078431372549,0.47058823529411764,0.0196078431372549,0.49019607843137253
75,0.7450980392156863,0.0196078431372549,0.43137254901960786,0.0,0.0196078431372549,0.47058823529411764,0.0196078431372549,0.49019607843137253
76,0.7450980392156863,0.0196078431372549,0.43137254901960786,0.0,0.0196078431372549,0.47058823529411764,0.0196078431372549,0.49019607843137253
77,0.7254901960784313,0.0196078431372549,0.47058823529411764,0.0,0.0196078431372549,0.47058823529411764,0.0,0.45098039215686275
78,0.7450980392156863,0.0196078431372549,0.47058823529411764,0.0,0.0196078431372549,0.47058823529411764,0.0,0.47058823529411764
79,0.7254901960784313,0.0196078431372549,0.49019607843137253,0.0,0.0196078431372549,0.4117647058823529,0.0,0.47058823529411764
80,0.7058823529411765,0.0196078431372549,0.49019607843137253,0.0,0.0196078431372549,0.45098039215686275,0.0,0.47058823529411764
81,0.7058823529411765,0.0196078431372549,0.45098039215686275,0.0,0.0196078431372549,0.4117647058823529,0.0,0.45098039215686275
82,0.7254901960784313,0.0196078431372549,0.43137254901960786,0.0,0.0196078431372549,0.43137254901960786,0.0,0.49019607843137253
83,0.7254901960784313,0.0196078431372549,0.4117647058823529,0.0,0.0196078431372549,0.43137254901960786,0.0,0.47058823529411764
84,0.7450980392156863,0.0196078431372549,0.45098039215686275,0.0,0.0196078431372549,0.37254901960784315,0.0,0.5098039215686274
85,0.7254901960784313,0.0196078431372549,0.49019607843137253,0.0,0.0196078431372549,0.4117647058823529,0.0,0.5098039215686274
86,0.7843137254901961,0.0196078431372549,0.47058823529411764,0.0,0.0196078431372549,0.4117647058823529,0.0,0.5098039215686274
87,0.7450980392156863,0.0196078431372549,0.47058823529411764,0.0,0.0196078431372549,0.4117647058823529,0.0,0.49019607843137253
88,0.7450980392156863,0.0196078431372549,0.45098039215686275,0.0,0.0196078431372549,0.43137254901960786,0.0,0.45098039215686275
89,0.7450980392156863,0.0196078431372549,0.45098039215686275,0.0,0.0196078431372549,0.4117647058823529,0.0,0.49019607843137253
90,0.7843137254901961,0.0196078431372549,0.49019607843137253,0.0,0.0196078431372549,0.47058823529411764,0.0,0.5098039215686274
91,0.8235294117647058,0.0196078431372549,0.5098039215686274,0.0,0.0196078431372549,0.5098039215686274,0.0,0.5294117647058824
92,0.8431372549019608,0.0196078431372549,0.5294117647058824,0.0,0.0196078431372549,0.5098039215686274,0.0,0.5098039215686274
93,0.8431372549019608,0.0196078431372549,0.5490196078431373,0.0,0.0196078431372549,0.49019607843137253,0.0,0.5098039215686274
94,0.8627450980392157,0.0196078431372549,0.5294117647058824,0.0,0.0196078431372549,0.5098039215686274,0.0,0.5294117647058824
95,0.8627450980392157,0.0196078431372549,0.5294117647058824,0.0,0.0196078431372549,0.49019607843137253,0.0,0.5294117647058824
96,0.8627450980392157,0.0196078431372549,0.5490196078431373,0.0,0.0196078431372549,0.5098039215686274,0.0,0.5490196078431373
97,0.8627450980392157,0.0196078431372549,0.5490196078431373,0.0,0.0196078431372549,0.5294117647058824,0.0,0.5490196078431373
98,0.8235294117647058,0.0196078431372549,0.5294117647058824,0.0,0.0196078431372549,0.5490196078431373,0.0,0.5490196078431373
99,0.8235294117647058,0.0196078431372549,0.5294117647058824,0.0,0.0196078431372549,0.5490196078431373,0.0,0.5490196078431373
100,0.7843137254901961,0.0196078431372549,0.5294117647058824,0.0,0.0196078431372549,0.5490196078431373,0.0,0.5098039215686274
101,0.7843137254901961,0.0196078431372549,0.5098039215686274,0.0,0.0196078431372549,0.5490196078431373,0.0,0.49019607843137253
102,0.7647058823529411,0.0196078431372549,0.49019607843137253,0.0,0.0196078431372549,0.5294117647058824,0.0,0.49019607843137253
103,0.7450980392156863,0.0196078431372549,0.49019607843137253,0.0,0.0196078431372549,0.5098039215686274,0.0,0.5098039215686274
104,0.6862745098039216,0.0196078431372549,0.5294117647058824,0.0,0.0196078431372549,0.5098039215686274,0.0,0.5098039215686274
105,0.7450980392156863,0.0196078431372549,0.5098039215686274,0.0,0.0196078431372549,0.5294117647058824,0.0,0.5098039215686274
106,0.7843137254901961,0.0196078431372549,0.5294117647058824,0.0,0.0196078431372549,0.5294117647058824,0.0,0.5098039215686274
107,0.7843137254901961,0.0196078431372549,0.5098039215686274,0.0,0.0196078431372549,0.5294117647058824,0.0,0.5098039215686274
108,0.8431372549019608,0.0196078431372549,0.5098039215686274,0.0,0.0196078431372549,0.5294117647058824,0.0,0.5098039215686274
109,0.8431372549019608,0.0196078431372549,0.5098039215686274,0.0,0.0196078431372549,0.5098039215686274,0.0,0.5490196078431373
110,0.803921568627451,0.0196078431372549,0.5294117647058824,0.0,0.0196078431372549,0.5294117647058824,0.0,0.5686274509803921
111,0.7843137254901961,0.0196078431372549,0.5294117647058824,0.0,0.0196078431372549,0.5098039215686274,0.0,0.5686274509803921
112,0.7843137254901961,0.0196078431372549,0.47058823529411764,0.0,0.0,0.5294117647058824,0.0,0.5686274509803921
113,0.803921568627451,0.0196078431372549,0.47058823529411764,0.0,0.0,0.5098039215686274,0.0,0.5686274509803921
114,0.803921568627451,0.0196078431372549,0.47058823529411764,0.0,0.0,0.5490196078431373,0.0,0.5686274509803921
115,0.8823529411764706,0.0196078431372549,0.49019607843137253,0.0,0.0,0.5686274509803921,0.0,0.5882352941176471
116,0.8235294117647058,0.0196078431372549,0.5294117647058824,0.0,0.0,0.5882352941176471,0.0,0.5882352941176471
117,0.8627450980392157,0.0196078431372549,0.5686274509803921,0.0,0.0,0.5882352941176471,0.0,0.6078431372549019
118,0.8627450980392157,0.0196078431372549,0.5294117647058824,0.0,0.0,0.5882352941176471,0.0,0.5490196078431373
119,0.8627450980392157,0.0196078431372549,0.5098039215686274,0.0,0.0,0.5882352941176471,0.0,0.5098039215686274
120,0.9019607843137255,0.0196078431372549,0.5882352941176471,0.0,0.0,0.6078431372549019,0.0,0.5490196078431373
121,0.9019607843137255,0.0196078431372549,0.5882352941176471,0.0,0.0,0.5882352941176471,0.0,0.5686274509803921
122,0.8823529411764706,0.0196078431372549,0.6078431372549019,0.0,0.0,0.5686274509803921,0.0,0.5882352941176471
123,0.8823529411764706,0.0196078431372549,0.5882352941176471,0.0,0.0,0.5882352941176471,0.0,0.5882352941176471
124,0.8431372549019608,0.0196078431372549,0.5882352941176471,0.0,0.0,0.5490196078431373,0.0,0.5686274509803921
125,0.8627450980392157,0.0196078431372549,0.5686274509803921,0.0,0.0,0.5490196078431373,0.0,0.5882352941176471
126,0.8235294117647058,0.0196078431372549,0.5882352941176471,0.0,0.0,0.5882352941176471,0.0,0.5882352941176471
127,0.8823529411764706,0.0196078431372549,0.5686274509803921,0.0,0.0,0.5686274509803921,0.0,0.5882352941176471
128,0.9019607843137255,0.0196078431372549,0.5882352941176471,0.0,0.0,0.5882352941176471,0.0,0.5490196078431373
129,0.8823529411764706,0.0196078431372549,0.5882352941176471,0.0,0.0,0.5882352941176471,0.0,0.5490196078431373
130,0.8431372549019608,0.0196078431372549,0.5882352941176471,0.0,0.0,0.5882352941176471,0.0,0.6078431372549019
131,0.8431372549019608,0.0196078431372549,0.6078431372549019,0.0,0.0,0.5882352941176471,0.0,0.5882352941176471
132,0.8235294117647058,0.0196078431372549,0.6078431372549019,0.0,0.0,0.5686274509803921,0.0,0.5686274509803921
133,0.8235294117647058,0.0196078431372549,0.5882352941176471,0.0,0.0,0.5686274509803921,0.0,0.5294117647058824
134,0.7843137254901961,0.0196078431372549,0.5882352941176471,0.0,0.0,0.5098039215686274,0.0,0.5294117647058824
135,0.7843137254901961,0.0196078431372549,0.5686274509803921,0.0,0.0,0.45098039215686275,0.0,0.5294117647058824
136,0.803921568627451,0.0196078431372549,0.5686274509803921,0.0,0.0,0.47058823529411764,0.0,0.5294117647058824
137,0.8431372549019608,0.0196078431372549,0.5882352941176471,0.0,0.0,0.47058823529411764,0.0,0.5294117647058824
138,0.803921568627451,0.0196078431372549,0.5882352941176471,0.0,0.0,0.5490196078431373,0.0,0.5490196078431373
139,0.8235294117647058,0.0196078431372549,0.5882352941176471,0.0,0.0,0.5686274509803921,0.0,0.5686274509803921
140,0.8431372549019608,0.0196078431372549,0.5294117647058824,0.0,0.0,0.5098039215686274,0.0,0.5686274509803921
141,0.803921568627451,0.0196078431372549,0.5294117647058824,0.0,0.0,0.49019607843137253,0.0,0.5686274509803921
142,0.8431372549019608,0.0196078431372549,0.5490196078431373,0.0,0.0,0.5098039215686274,0.0,0.5882352941176471
143,0.8627450980392157,0.0196078431372549,0.5490196078431373,0.0,0.0,0.5294117647058824,0.0,0.5882352941176471
144,0.8823529411764706,0.0196078431372549,0.5686274509803921,0.0,0.0,0.5098039215686274,0.0,0.5882352941176471
145,0.9019607843137255,0.0196078431372549,0.5686274509803921,0.0,0.0,0.5098039215686274,0.0,0.5882352941176471
146,0.9019607843137255,0.0196078431372549,0.5686274509803921,0.0,0.0,0.5490196078431373,0.0,0.5686274509803921
147,0.9019607843137255,0.0196078431372549,0.6078431372549019,0.0,0.0,0.5294117647058824,0.0,0.5686274509803921
148,0.9019607843137255,0.0196078431372549,0.6078431372549019,0.0,0.0,0.5686274509803921,0.0,0.5882352941176471
149,0.9019607843137255,0.0196078431372549,0.5882352941176471,0.0,0.0,0.5686274509803921,0.0,0.5686274509803921
150,0.8823529411764706,0.0196078431372549,0.6078431372549019,0.0,0.0,0.5294117647058824,0.0,0.5686274509803921
151,0.8627450980392157,0.0196078431372549,0.5882352941176471,0.0,0.0,0.5490196078431373,0.0,0.5490196078431373
152,0.9019607843137255,0.0196078431372549,0.6078431372549019,0.0,0.0,0.5098039215686274,0.0,0.5490196078431373
153,0.8823529411764706,0.0196078431372549,0.5882352941176471,0.0,0.0,0.5294117647058824,0.0,0.5490196078431373
154,0.9019607843137255,0.0196078431372549,0.5490196078431373,0.0,0.0,0.5098039215686274,0.0,0.6078431372549019
155,0.8823529411764706,0.0196078431372549,0.5882352941176471,0.0,0.0,0.5098039215686274,0.0,0.5882352941176471
156,0.8823529411764706,0.0196078431372549,0.6078431372549019,0.0,0.0,0.5294117647058824,0.0,0.6078431372549019
157,0.8823529411764706,0.0196078431372549,0.5882352941176471,0.0,0.0,0.5490196078431373,0.0,0.6078431372549019
158,0.9019607843137255,0.0196078431372549,0.5686274509803921,0.0,0.0,0.5490196078431373,0.0,0.5686274509803921
159,0.8823529411764706,0.0196078431372549,0.5490196078431373,0.0,0.0,0.5882352941176471,0.0,0.5490196078431373
160,0.8627450980392157,0.0196078431372549,0.5686274509803921,0.0,0.0,0.5882352941176471,0.0,0.5294117647058824
161,0.8431372549019608,0.0196078431372549,0.5686274509803921,0.0,0.0,0.5882352941176471,0.0,0.5098039215686274
162,0.8823529411764706,0.0196078431372549,0.5882352941176471,0.0,0.0,0.6078431372549019,0.0,0.5098039215686274
163,0.8431372549019608,0.0196078431372549,0.5882352941176471,0.0,0.0,0.6078431372549019,0.0,0.5490196078431373
164,0.8627450980392157,0.0196078431372549,0.5882352941176471,0.0,0.0,0.5882352941176471,0.0,0.5882352941176471
165,0.8823529411764706,0.0196078431372549,0.5882352941176471,0.0,0.0,0.5882352941176471,0.0,0.5686274509803921
166,0.8823529411764706,0.0196078431372549,0.5490196078431373,0.0,0.0,0.6078431372549019,0.0,0.5490196078431373
167,0.8235294117647058,0.0196078431372549,0.5686274509803921,0.0,0.0,0.6078431372549019,0.0,0.5490196078431373
168,0.8627450980392157,0.0196078431372549,0.5882352941176471,0.0,0.0,0.6078431372549019,0.0,0.5490196078431373
169,0.8431372549019608,0.0196078431372549,0.5882352941176471,0.0,0.0,0.5882352941176471,0.0,0.5294117647058824
170,0.8235294117647058,0.0196078431372549,0.5686274509803921,0.0,0.0,0.5098039215686274,0.0,0.5686274509803921
171,0.8627450980392157,0.0196078431372549,0.5882352941176471,0.0,0.0,0.5686274509803921,0.0,0.5882352941176471
172,0.8627450980392157,0.0196078431372549,0.5882352941176471,0.0,0.0,0.5490196078431373,0.0,0.6078431372549019
173,0.803921568627451,0.0196078431372549,0.5686274509803921,0.0,0.0,0.5490196078431373,0.0,0.6078431372549019
174,0.8431372549019608,0.0196078431372549,0.5882352941176471,0.0,0.0,0.5882352941176471,0.0,0.6078431372549019
175,0.9019607843137255,0.0196078431372549,0.6274509803921569,0.0,0.0,0.6078431372549019,0.0,0.5882352941176471
176,0.9607843137254902,0.0196078431372549,0.6862745098039216,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666
177,0.9803921568627451,0.0196078431372549,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666
178,0.9607843137254902,0.0196078431372549,0.6862745098039216,0.0,0.0,0.6470588235294118,0.0,0.6666666666666666
179,0.9019607843137255,0.0196078431372549,0.6470588235294118,0.0,0.0,0.6078431372549019,0.0,0.5882352941176471
180,0.8823529411764706,0.0196078431372549,0.6078431372549019,0.0,0.0,0.6078431372549019,0.0,0.5882352941176471
181,0.8627450980392157,0.0196078431372549,0.6274509803921569,0.0,0.0,0.5882352941176471,0.0,0.6078431372549019
182,0.9019607843137255,0.0196078431372549,0.6078431372549019,0.0,0.0,0.5882352941176471,0.0,0.5490196078431373
183,0.9411764705882353,0.0196078431372549,0.6078431372549019,0.0,0.0,0.6078431372549019,0.0,0.5490196078431373
184,0.9019607843137255,0.0196078431372549,0.6078431372549019,0.0,0.0,0.5882352941176471,0.0,0.5294117647058824
185,0.8431372549019608,0.0196078431372549,0.6078431372549019,0.0,0.0,0.6078431372549019,0.0,0.5686274509803921
186,0.8431372549019608,0.0196078431372549,0.6274509803921569,0.0,0.0,0.5686274509803921,0.0,0.5490196078431373
187,0.8627450980392157,0.0196078431372549,0.6274509803921569,0.0,0.0,0.5686274509803921,0.0,0.5490196078431373
